listing_id,agent_email,listed_date,neighbourhood,property_type,area_sqft,bedrooms,bathrooms,year_built,epc_rating,condition_rating,distance_to_station_km,sale_price
LST-00500,agent5@example-estates.com,2023-12-15,Eastfield,detached,1242,4,2,1931,D,1.0,1.97,248000
LST-00501,agent16@example-estates.com,2023-04-15,Docklands,terraced,1045,3,1,1916,D,3.0,2.25,159400
LST-00502,agent34@example-estates.com,2024-12-02,Industrial Park,detached,1425,4,2,1891,E,1.0,4.06,217500
LST-00503,agent18@example-estates.com,2023-07-29,Parkview,detached,1546,3,2,2022,C,1.0,1.7,329800
LST-00504,agent4@example-estates.com,2023-07-23,Northgate,flat,566,1,1,1903,E,4.0,1.03,64000
LST-00505,agent32@example-estates.com,2023-10-28,Northgate,flat,612,1,1,1933,E,5.0,0.75,87800
LST-00506,agent20@example-estates.com,2023-01-01,Northgate,flat,684,1,1,1960,D,4.0,1.2,97200
LST-00507,agent12@example-estates.com,2024-12-12,Docklands,flat,573,1,1,2004,C,3.0,4.22,77300
LST-00508,agent9@example-estates.com,2024-05-09,Industrial Park,flat,671,1,1,1930,D,2.0,1.3,89600
LST-00509,agent34@example-estates.com,2023-10-21,Old Town,terraced,818,3,1,2003,C,1.0,1.79,243700
LST-00510,agent32@example-estates.com,2024-10-10,Parkview,terraced,1076,2,2,2001,C,2.0,2.66,184500
LST-00511,agent37@example-estates.com,2024-07-14,Parkview,detached,1357,3,1,1956,A,,1.68,362500
LST-00512,agent21@example-estates.com,2023-07-18,Eastfield,detached,1517,3,2,1904,C,1.0,1.9,285700
LST-00513,agent18@example-estates.com,2023-04-29,Docklands,terraced,1270,3,1,1940,B,2.0,0.6,188500
LST-00514,agent5@example-estates.com,2024-10-17,Meadowbank,semi-detached,1442,4,1,2019,B,4.0,1.2,283500
LST-00515,agent25@example-estates.com,2024-08-19,Parkview,detached,1471,3,1,1908,C,5.0,0.37,326600
LST-00516,agent14@example-estates.com,2024-07-31,Meadowbank,flat,417,1,1,1898,A,4.0,0.95,102600
LST-00517,agent26@example-estates.com,2023-11-08,Eastfield,flat,554,1,1,1939,C,,0.87,100300
LST-00518,agent38@example-estates.com,2023-01-22,Old Town,semi-detached,1104,2,1,1913,E,4.0,2.07,263100
LST-00519,agent39@example-estates.com,2024-02-08,Eastfield,flat,596,2,1,1981,F,5.0,0.86,117100
LST-00520,agent16@example-estates.com,2023-08-23,Old Town,detached,1417,4,2,1959,D,4.0,1.93,468900
LST-00521,agent19@example-estates.com,2024-10-11,Riverside,semi-detached,1149,3,1,1988,B,4.0,2.44,336700
LST-00522,agent36@example-estates.com,2023-12-27,Industrial Park,detached,1584,3,2,1913,C,5.0,0.6,237700
LST-00523,agent7@example-estates.com,2024-08-14,Riverside,flat,806,3,2,1924,D,4.0,0.45,234200
LST-00524,agent15@example-estates.com,2023-05-03,Eastfield,flat,568,1,1,1907,E,4.0,1.5,94000
LST-00525,agent25@example-estates.com,2024-09-21,Meadowbank,terraced,1105,2,1,1940,C,5.0,0.59,214200
LST-00526,agent18@example-estates.com,2024-08-24,Eastfield,terraced,956,3,2,2006,D,2.0,1.11,172600
LST-00527,agent18@example-estates.com,2024-01-28,Meadowbank,flat,590,2,1,1944,C,1.0,0.24,110700
LST-00528,agent25@example-estates.com,2024-12-09,Old Town,terraced,894,3,1,1946,D,1.0,4.47,165700
LST-00529,agent37@example-estates.com,2023-09-18,Parkview,terraced,753,2,1,1932,B,2.0,0.96,130400
LST-00530,agent34@example-estates.com,2023-06-01,Parkview,flat,592,2,1,1921,B,1.0,0.3,116600
LST-00531,agent30@example-estates.com,2023-06-18,Meadowbank,terraced,1194,4,2,1935,B,2.0,1.29,221400
LST-00532,agent16@example-estates.com,2023-01-12,Parkview,flat,578,1,1,1975,B,1.0,1.63,97400
LST-00533,agent39@example-estates.com,2024-04-21,Eastfield,detached,1295,3,2,1939,D,5.0,0.88,280800
LST-00534,agent15@example-estates.com,2023-05-04,Northgate,detached,884,2,1,1915,D,3.0,4.44,129300
LST-00535,agent1@example-estates.com,2024-08-06,Industrial Park,terraced,1115,3,1,2018,D,1.0,3.5,99700
LST-00536,agent14@example-estates.com,2024-02-08,Meadowbank,flat,501,1,1,2001,E,3.0,1.98,77900
LST-00537,agent1@example-estates.com,2024-11-29,Meadowbank,flat,798,2,2,1975,F,,2.74,143300
LST-00538,agent8@example-estates.com,2024-05-29,Parkview,flat,601,2,1,1999,E,,4.57,106900
LST-00539,agent20@example-estates.com,2024-05-14,Docklands,flat,442,1,1,1898,C,,0.72,57000
LST-00540,agent40@example-estates.com,2024-03-13,Meadowbank,terraced,843,1,1,1992,A,4.0,0.99,180900
LST-00541,agent15@example-estates.com,2023-09-27,Northgate,semi-detached,1177,3,1,1983,D,4.0,1.33,222800
LST-00542,agent25@example-estates.com,2023-02-13,Old Town,detached,1692,5,2,1926,D,5.0,1.64,533200
LST-00543,agent37@example-estates.com,2024-01-18,Industrial Park,terraced,855,2,1,1923,A,,0.87,101700
LST-00544,agent6@example-estates.com,2024-12-11,Old Town,semi-detached,1181,2,1,1987,D,1.0,1.17,247900
LST-00545,agent36@example-estates.com,2023-09-25,Old Town,flat,491,1,1,1918,E,5.0,2.6,126700
LST-00546,agent11@example-estates.com,2024-08-22,Meadowbank,terraced,811,2,1,1982,E,3.0,0.1,173900
LST-00547,agent14@example-estates.com,2023-12-30,Riverside,detached,1933,4,2,2013,D,3.0,1.64,633100
LST-00548,agent24@example-estates.com,2023-07-06,Parkview,terraced,1101,3,2,2012,F,2.0,1.86,229200
LST-00549,agent8@example-estates.com,2023-11-04,Old Town,terraced,975,2,1,1903,B,5.0,0.71,196900
LST-00550,agent7@example-estates.com,2023-04-02,Parkview,terraced,1163,3,2,1998,D,4.0,0.73,259800
LST-00551,agent6@example-estates.com,2023-04-15,Eastfield,terraced,1033,3,1,1890,B,5.0,2.18,173700
LST-00552,agent39@example-estates.com,2023-07-07,Meadowbank,semi-detached,1172,3,1,1996,D,4.0,1.31,226800
LST-00553,agent23@example-estates.com,2023-10-04,Northgate,flat,681,2,2,1897,E,3.0,1.75,73600
LST-00554,agent22@example-estates.com,2023-11-09,Northgate,semi-detached,1145,3,1,1920,E,3.0,0.26,225800
LST-00555,agent2@example-estates.com,2024-11-12,Riverside,semi-detached,1184,2,1,2011,F,4.0,2.59,254400
LST-00556,agent22@example-estates.com,2024-04-09,Riverside,flat,648,2,1,2007,D,3.0,0.64,158900
LST-00557,agent21@example-estates.com,2023-09-28,Parkview,detached,1557,4,2,1911,A,4.0,0.37,427600
LST-00558,agent9@example-estates.com,2023-07-03,Docklands,flat,679,2,1,1947,E,1.0,3.11,74700
LST-00559,agent1@example-estates.com,2023-11-25,Northgate,flat,526,1,1,1993,A,3.0,1.55,90300
LST-00560,agent12@example-estates.com,2024-09-13,Northgate,semi-detached,1217,2,1,1942,C,2.0,2.14,150300
LST-00561,agent29@example-estates.com,2023-04-11,Northgate,terraced,1162,3,1,2021,F,2.0,1.5,190300
LST-00562,agent30@example-estates.com,2023-12-12,Old Town,detached,1544,4,2,2003,F,4.0,3.12,428500
LST-00563,agent31@example-estates.com,2024-01-03,Parkview,flat,730,2,1,2020,D,,2.91,121800
LST-00564,agent8@example-estates.com,2023-05-07,Northgate,detached,1970,5,2,1939,C,3.0,1.3,373900
LST-00565,agent4@example-estates.com,2023-04-03,Eastfield,terraced,897,2,1,1950,D,2.0,1.72,135100
LST-00566,agent23@example-estates.com,2023-02-17,Meadowbank,detached,1733,4,1,1977,D,5.0,0.25,516800
LST-00567,agent39@example-estates.com,2024-11-01,Northgate,terraced,856,2,1,1976,F,1.0,1.24,110600
LST-00568,agent22@example-estates.com,2023-01-23,Parkview,terraced,881,3,1,1899,F,3.0,1.54,189900
LST-00569,agent34@example-estates.com,2023-01-20,Old Town,flat,416,2,1,1930,B,1.0,2.63,120900
LST-00570,agent9@example-estates.com,2023-05-07,Parkview,semi-detached,1141,3,2,1936,D,2.0,2.51,247400
LST-00571,agent35@example-estates.com,2024-09-12,Old Town,detached,1700,4,2,1971,E,5.0,4.43,477900
LST-00572,agent36@example-estates.com,2024-01-03,Eastfield,flat,522,1,1,1971,D,5.0,3.34,68700
LST-00573,agent35@example-estates.com,2023-08-23,Docklands,semi-detached,1234,4,2,1974,A,4.0,1.5,209200
LST-00574,agent35@example-estates.com,2024-04-22,Docklands,flat,512,1,1,2012,E,2.0,2.32,77600
LST-00575,agent3@example-estates.com,2024-06-20,Parkview,flat,471,1,1,1921,D,5.0,0.77,108000
LST-00576,agent19@example-estates.com,2023-05-10,Northgate,semi-detached,948,3,1,1934,B,1.0,2.36,124800
LST-00577,agent24@example-estates.com,2024-10-27,Meadowbank,detached,1809,4,2,1904,C,3.0,2.49,346600
LST-00578,agent10@example-estates.com,2024-03-02,Eastfield,detached,1705,4,2,1907,B,2.0,2.2,355900
LST-00579,agent30@example-estates.com,2024-05-03,Meadowbank,detached,1323,3,2,1911,B,4.0,3.42,323100
LST-00580,agent15@example-estates.com,2024-01-16,Eastfield,terraced,977,1,1,1977,C,1.0,0.6,135200
LST-00581,agent3@example-estates.com,2024-05-21,Eastfield,terraced,1421,3,2,1915,E,3.0,6.25,206000
LST-00582,agent33@example-estates.com,2023-11-16,Old Town,terraced,1163,1,1,1950,C,2.0,1.31,218700
LST-00583,agent8@example-estates.com,2024-06-22,Meadowbank,semi-detached,780,2,1,1945,F,3.0,1.05,178900
LST-00584,agent14@example-estates.com,2023-12-13,Parkview,terraced,1145,2,2,1999,C,2.0,3.29,213200
LST-00585,agent35@example-estates.com,2024-03-09,Docklands,detached,1490,4,2,1926,F,5.0,3.53,232200
LST-00586,agent18@example-estates.com,2024-05-09,Northgate,semi-detached,961,2,1,1963,D,2.0,3.14,133400
LST-00587,agent26@example-estates.com,2023-08-19,Industrial Park,flat,694,2,1,1922,B,2.0,0.3,73700
LST-00588,agent39@example-estates.com,2024-03-07,Northgate,semi-detached,1425,4,2,1986,D,4.0,1.12,272100
LST-00589,agent33@example-estates.com,2024-07-05,Docklands,semi-detached,1238,2,1,1978,D,5.0,1.0,189500
LST-00590,agent12@example-estates.com,2023-01-27,Parkview,flat,762,2,1,1974,B,3.0,3.72,129900
LST-00591,agent17@example-estates.com,2024-03-19,Parkview,flat,792,2,1,1938,F,1.0,1.25,112900
LST-00592,agent29@example-estates.com,2023-11-20,Meadowbank,detached,1708,4,2,2018,F,5.0,1.44,391900
LST-00593,agent8@example-estates.com,2023-03-05,Industrial Park,terraced,847,1,1,1903,F,4.0,0.25,98700
LST-00594,agent27@example-estates.com,2024-06-05,Northgate,flat,578,3,1,2002,E,3.0,2.16,89200
LST-00595,agent21@example-estates.com,2023-12-27,Parkview,flat,380,1,1,2002,D,,1.83,109100
LST-00596,agent6@example-estates.com,2023-02-26,Riverside,flat,571,1,1,2023,A,4.0,3.07,168700
LST-00597,agent33@example-estates.com,2023-09-08,Northgate,terraced,848,2,1,1981,D,4.0,0.38,150900
LST-00598,agent38@example-estates.com,2024-10-04,Meadowbank,flat,551,1,1,2003,A,3.0,0.99,118300
LST-00599,agent7@example-estates.com,2024-07-10,Northgate,semi-detached,1443,4,2,1909,E,2.0,1.09,223100
LST-00600,agent12@example-estates.com,2023-09-11,Northgate,detached,1707,4,2,1930,E,1.0,2.07,316600
LST-00316,agent21@example-estates.com,2023-09-24,Riverside,semi-detached,945,3,2,1930,D,5.0,2.03,272800
LST-00342,agent2@example-estates.com,2024-05-22,Parkview,terraced,727,2,1,1955,C,4.0,0.7,188600
LST-00201,agent24@example-estates.com,2024-03-24,Eastfield,semi-detached,1160,2,1,1903,F,4.0,3.46,155600
LST-00066,agent3@example-estates.com,2023-05-10,Eastfield,detached,1469,4,2,2002,C,,3.37,420400
LST-00374,agent3@example-estates.com,2023-08-18,Meadowbank,semi-detached,1394,3,1,1988,B,,1.28,302000
LST-00154,agent33@example-estates.com,2023-12-19,Parkview,flat,1012,2,1,1980,D,5.0,0.32,195100
